EAN,ITEM_NUMBER,DESCRIPTION_1
95566694,41695492,CSRVJFYN
37977461,53215144,MEKZEVJR
31889842,70642649,WLMRYWLB
22672941,56907238,KLCQKBQS
78259706,43930523,UBNNCVLJ
66985484,15743950,KWNLIHTO
7558029,25818525,OMYYSMZO
57202106,59604605,QHVWGOPS
38381209,42981848,CQUUTJUL
7434209,64042552,NQQTURFW
57946777,92915083,FIGYOBCF
33926830,87650743,MPTDUMRT
99567885,32853176,KSYMAHHG
36415341,9428387,BYEVRLKO
33495277,84854058,MQJGTCVM
73675970,79810241,XWIYSPVE
50866458,84002702,QNOLOPJI
43874107,42847311,QRDVDVSE
48277269,90076330,YXDJFCKA
16763215,79805792,YCLSNWKM
86950535,56884360,KAYPGCLE
71750587,67779819,CWDYKTMO
34566573,71009392,ZXQNOHAX
34555857,43771323,PTPWKNOF
3536643,61774937,WNIVRLRY
57954676,57015182,MQRIUUAJ
49958242,42005897,MBQEFWAS
89273086,46557242,HNLEEYTQ
5460916,26420777,SPQJVYIT
69409406,9224742,EZVKFWVV
78595216,21379558,PPLNOYMB
9160761,28256619,ESMBWOLK
84926901,98741645,FRAMEEDD
24851982,22177806,CSVYWVWI
15730258,4165524,YCFXYHJD
85869921,18167296,REWKHWWR
48410588,56075816,TOFDKTFI
42174553,13552547,KSFDQSJN
57739238,86618910,ERFTOMRI
10388725,40783225,OJRANCCS
6869505,16326103,RFAZMUYO
42329823,8045705,ILLVDLRS
29456865,46601804,KEOJUHEZ
42287196,80261067,XEWMVXYV
39698620,61108895,WAKHJOSQ
56872304,20832768,BPPWLETV
11992905,2306407,EWPGTIKE
80729865,40834691,VIIIGRNG
70779699,53162070,QESRUJPN
11956510,40656217,OGZNJRET
38200207,13567247,WHCFYOAA
5358590,75572873,GTYAZFIQ
90856571,60204044,BPGQQWRU
61490233,5445201,KTCTYRGY
65202031,39756867,HSNJKIVE
73178527,83778811,TAQFLUIA
96446100,67442446,BECOIHKI
78409352,10417579,SNITRCQQ
35241370,42266850,WHUWPSJJ
99943961,99228501,KJPKWLYH
13079539,97939079,EROPFHMB
87178235,75936751,HPNYNWRF
57527598,30403777,AWTRMGUI
47112558,13372187,GDZRAJRN
62017420,93153467,AJARKHMD
97121073,89780806,TJTJZLGM
89082765,66671669,JKUDFKMY
93168342,58638028,RTUNGRRE
4876430,97197823,RPVSDYAS
10435777,41984236,YAIRMECG
10071290,51168539,KXMHPXKR
15120879,30023092,SWEYNGHO
64998310,67813847,EDDXJRVY
70666734,35100404,SJUHWJEP
16514143,35258218,FJNFUOOR
48951003,53494186,IFTSZDCO
17498297,49474464,JEDMEAMT
28147882,91784781,YASCHCVQ
27103762,36018503,UOFQZYIM
23539732,80117585,PVSGQEPK
64699658,20479709,JMNOIDKH
39849356,7128452,DKVMBUTS
66033938,15449154,GPVXJZOB
84675323,37596436,XSCSYEBQ
26659049,20663031,WBWEMIDL
96838588,14773046,GWJRRLCT
58484925,29879068,VCRPQBFQ
1439357,2690798,AZBGZKDS
46761522,32738755,AQEDVDNC
12041077,13808356,FYYUJHFR
59352963,40873371,EDKWYSMT
39230784,50696411,BNJGBOYK
73885731,43458244,VQCEWRXZ
3738250,50179105,FMILRDET
68612267,1192897,DDTKYRRL
98447065,25141339,XBUMJXRK
93553533,83589739,AKWUGXZI
68451727,14537356,QIJBESNA
80506393,3120015,EQLYWORF
31719324,25885023,TLTZBMUB
3461352,24089115,WLDHKPWH
15369901,78209961,BETFQZCE
41469564,34662471,DYTENHCZ
30144246,2274393,RAYRVJPM
8856955,73771950,IHNIXBRM
20500112,21559215,OVTTIWBZ
51978116,78553570,ZGIYGGXC
38582726,69523127,UHTNLVBC
36428504,83463973,GESDWEQR
98181437,56752466,EROHVBQM
12538212,81040967,DQSECPDR
50871215,84449698,MOMCDPTX
22777627,26146284,OXTZTXVK
39431244,73712068,EACZQTRV
78420064,65160608,MCZIRVXC
50453623,76693164,UKFCAMOB
27823125,28166819,DJLXSXMU
71929170,59408661,ZLCFKDHQ
29794277,56554789,WJINTXHQ
92798705,82910924,PUPBZNXY
83236606,89391970,ODGUJEUC
35971404,74213905,MAJVHPXO
60748366,86949097,RCUCOWPL
95791165,89946988,IVNQBDIW
79376207,30682245,QKHUYICA
64337726,58803539,LKPAVKIZ
84898874,98009660,RVUFTUTO
42348191,55115171,BXOPEOMG
79290674,36846068,BSPEAXSU
31529130,22103377,HSCULZNH
34386035,94576960,KNBMNXQU
14649811,11091888,RUHWLKIJ
4582629,91156053,DTBAORHR
95989319,33439761,SMJIKWQM
19727287,9010187,UYKMEVUX
98311643,97026570,EULLXPGV
78772959,73042509,OFDUZUKA
98877310,74278635,ULFGXGIC
47680077,54914415,YRKPLGRV
21760035,79071571,WJFPQMOT
61610310,21846079,WWFASKEH
35242728,89639092,OMKCTLGO
2214674,28206242,MXXEEWQF
35256673,22954993,RKWDXTQK
44721363,49934138,JADQPGQO
1792594,47137442,XZGQIAYD
43262752,34555871,VIJAVPCT
10336220,42699161,DPVHADSF
37352526,87721018,PVETDLLE
44063841,27306218,LHTDYLDA
36690783,13830102,RGLELYMZ
1853412,55458222,AQUBVDVF
19023316,11644514,UKQKUMEL
17029258,83533771,GLXPKLGB
32384440,94866934,TZMCMFLE
90631895,62081546,NZIDXRBV
17104461,12039779,ZPNKKJNZ
1199150,57516145,MVMXKKPT
97220916,83612451,RFMBVMHA
18237467,43142597,XIYIFTIK
59741228,73916217,BZREECHG
56238482,75747547,CAPATFTC
65271345,65674192,HWNJLPBD
84511218,86697021,FGKBIPAJ
28498725,75376695,RGWPBRPP
14952801,93786416,WICSFYCD
83665263,78207495,BPKJNGQI
81719900,54743690,MRZWHXCG
63819263,30920243,IDVWPWGG
65506623,45872066,SXZALPHE
44703820,13558866,MURAZEWZ
41785576,71702943,FPNLVAHS
15373005,10229640,YKVFWOHQ
66161564,86981925,KRUYBFHK
73825375,37114306,GVIGCVQK
55990188,38588329,KRYQQMQM
41961392,30979273,HGWABYXG
75816187,17648943,AFZVWLYV
13561956,99553396,AOKMUXER
58615767,13699796,HGPGNNYZ
99757130,4511955,BNNMPNEW
77993602,95384846,FUQPVUIF
56698041,74471526,LPVBMROM
44598858,59406211,WGQRQWLU
30411075,1651693,MGHOFDXV
37655804,73317779,KTIJFGDH
44735316,9154533,PLAVVJSK
47677589,86869857,UBFDWFFA
43518496,98782428,KLADNQRN
25761701,86838219,ISTWANFE
66288860,92747545,OAAFHPOH
94722622,42253429,QTJUIYPO
31914982,56350146,LABTBEBJ
61377163,88748347,PCXRFUHG
21163645,64709808,ZCYDNXOW
83003790,8391211,HMIBBMZH
3618947,4379139,FTPBJYCV
81890263,53696422,ULJKNKGK
29091407,35953066,AURHDXWT
28427430,42725134,NRCDQJDV
91879001,64005699,RNHZFRMV
55784344,16676576,QQEQOECF
57649342,51694098,LQIILNJF
67703081,35337763,DSKKPENF
63398502,73808085,LXFNXEIM
51734141,16964678,JSCEKJMF
92582606,9070707,JXTFDCOY
11158518,27155312,GHLNFTVV
11645699,25997143,NOQOHJTN
34660025,44162836,BUAMVZYB
89818214,1805450,VRRCINLP
89455949,37426742,YAPYMYVC
5904814,4809205,VJAJXTRL
29357002,2355912,BUBHUKFR
30872641,33845388,DWIZHPID
48604241,41684261,VLKNKJRB
30889012,52989252,VCPSYZGV
89196279,62821016,RVBUKMUN
97254128,96084598,JIYZSPZZ
10886945,80353945,WDWOKGNW
56605794,6854618,QVIGSGSR
12182260,58302395,BSLFQBSP
88270186,79896269,VESKMPHS
3342327,90431230,FJREOTRI
65627513,69192973,ESMEDEOS
35480399,29670237,MXVHBEIJ
69002654,83059672,EXKUTIZW
93262934,13003645,QHFJJQIV
96928244,80170080,GTNQYSVB
70039958,88024826,FDKOFIDE
82420777,28573045,SLJTPJTN
9897257,90827123,DENODXTN
97023248,66966323,PEWRFHET
52059198,21787456,UJICECNL
96470860,99082943,FNXXDFWO
95732937,48472628,JPDJBJJF
18726641,90476060,SMOPMWYK
39238672,77674480,TWHLBKQP
94205696,34740296,PKZOUJBB
42839509,17106134,MHKXUZAV
74064665,10159814,XSKOPFKS
2839479,25476845,VBFGVLOD
42746717,70698375,IIGZJLKN
12179597,38919050,GRRAMKNL
42736705,12423177,CZLCUEYJ
44225642,49091269,HBANVFRH
42555074,30429419,ZSZCBLMB
86264845,92883196,CTGUIHHS
57840711,20789641,KOBHYLDX
32124684,87363646,TSDZBXHY
64513740,12802936,INPEWSYH
65195406,69242235,HOUDSCCD
83294674,58321817,NEVFENTT
19273532,23891996,YQKFJMDU
37468221,87231432,JLSEXCDB
55999930,38723252,TXQVVBWK
30709021,18771322,TWSYONOP
90178490,11980672,WATBXASM
74866579,69980423,FLOMEXKV
50517162,6166198,QSPLNERC
48038661,90711754,BGLRJWGY
12505102,46705873,NMMQTOIH
31126892,70108642,XJBZQTBO
29210483,95209678,KTCVEIGY
19857971,91050212,JZRZWDBB
7451275,8104918,GNQEJKRT
82082586,11266806,MOVVUQLJ
48063314,90053160,IFCZKCRX
94943756,37491264,LQROKEWM
82014643,6546434,EFLVVSJK
37918996,15674058,BCVGJSDA
66114858,39185373,OZKKKZZL
43602417,23968193,STGMRBLG
69859101,79820385,QXDADDYR
2062855,24026346,GKFLYLDN
64079461,98309238,PRDMIZQF
60791586,82295569,CVSYIBPB
23344588,96671770,YRNFQPZH
3899055,51644029,TLGWAVBV
57963209,72254593,WDXPUGHX
19773954,30899254,IOZPJUPE
51688124,46253108,VGKRBUUH
75445330,4350534,MHJZYBWX
26346780,16788076,CGDRSFSD
34102959,96310304,GDMHWORA
13030759,14349883,KMBUJVRP
51525967,27515671,OYUVGRYO
37454302,84392126,KODHJDSM
12622812,28785761,QQFTZLBO
72311956,42499157,OQYKLQCD
45482948,64729763,NCKOGKBR
71019456,44135656,OIASMYXL
32303043,19483064,GLCBAOZL
3046337,1188370,FJOSTLGK
18663803,65190572,GPUNYKLV
33173633,54406489,ABKMQYNO
48186983,2824224,FLUGGUIU
58612019,76107028,HUQLRDUY
97617405,21408037,VMKMKGKO
63936136,79299480,IKPFBNNH
97942908,73787924,MGIJHLLP
11095773,74959344,CTKWUTEJ
83858062,28748406,HBCRQGJM
72475333,62241562,ZGRIGFFE
20210402,35256192,TBCNSCGW
2915162,36458436,HXXEQVAD
67451025,8523374,DQPSHQAW
44618788,69330503,IFWVQSMG
11077505,36589309,DMLJMDFK
21726807,40430258,BRISLYXZ
70374503,18077136,RBAMOSZI
33595873,28420624,PUHMAGKQ
19569249,61545767,NDCXVCJG
51563669,44844836,ENHNZZVW
31062752,37771747,WWUOZICP
73237642,85036680,SLLQOWCE
12032122,99375778,OCCGLBTN
28276518,48811153,GQIPUJFM
2281707,40778337,LQTAIAYO
59743031,28416861,WLEYRHQS
60909230,32289396,EKRNKIXD
18079456,3155936,TSHUMINL
10957161,26836826,RIZYDXBQ
93006775,63581959,CLVQREFQ
82412588,91135221,AGWFFNLY
85136075,24534491,YMALGDMD
20261536,50997495,TVCEYBEM
83112192,66569518,POLZGYPX
37889479,54294257,TSOISQQN
97341865,58646499,NUEMVBZF
81671969,28678627,FBUTBHLX
43220664,15832048,QAYOCONB
81861267,99014787,AFDBBPVI
30044815,10530906,BWYUWOKR
99635590,1910609,SIHJBAFW
78915218,41721253,RTAZSHFD
32467149,32630455,HZLNYKKJ
90551655,39022492,VRPZPAAC
60060652,96166435,TPOAVJWF
12783025,15106814,OZWLXIKP
12283648,57481184,VQPQXUXZ
60253859,63054422,JYTHUVGX
90201959,34539566,CRWMNIDG
10347047,7584692,BQVBAGWG
66874437,8752924,MLICPXHZ
26484541,54731688,YNVNOMDJ
33335674,17115150,TQWQWGBH
60115904,49934741,LIULZFXP
75746949,57286116,ZQBVCFRP
17842074,34533228,JBPHUDJY
42644979,50720713,DHSMCKPI
83271807,54455287,GLNRWXIV
44013887,24157979,UXWPSDAL
6751045,36112403,HWLUEYNW
15282576,98400210,MAPPVEBY
35426583,25748809,FIUMHJMV
79627307,29155817,NWTZXIGN
4377778,38059078,CJKYNNEL
86504641,88416077,OTEPGGIT
4709904,11141348,HCIMCLKU
99755434,82943426,AYWAOAVZ
41685612,90305668,SVXTTYKH
74996691,69202673,GLJAZSEW
86368264,15416424,TISKYFQU
30840221,83280024,JVZCZUOS
13540359,81134881,LNTLVVBR
88289308,65354000,HFWYOZET
25894043,7118469,EWIDLCCQ
81789499,1039839,DWZFDRYD
28995328,74110256,URASFZPK
36745863,60897499,UMBNDICX
46558786,43896344,QBESEREY
62702465,39761123,UMLKZVNY
45015569,81463883,CJKYUGGS
44566242,72398132,IAUCXHDP
33228471,30251700,EJSZVPRR
53155908,73370165,QZDSFGKI
51683669,21858444,GZETKOLN
87917577,94875724,QIPLHRXX
96882583,31715220,NUTULOUN
4080102,51576932,AMROROTV
70780230,77159521,MOGSURIU
12905039,48646655,ADTUHFTO
2438683,28309039,MZCIIJSP
47884857,95262954,JCDRGLNT
21228558,27458278,GFUFTVRO
38961284,59416423,ZEBVDSSS
47294982,8375760,LXUTWVGK
51515486,44301148,MSKJZPFP
27442490,3443214,REWJWIWI
50990167,29885632,CGDMPFIN
44415530,17288242,GUQMRKZU
42294682,38604917,KPBUYKOM
41412332,92031860,YWYEUULP
13073464,50713522,CVRPWFLV
68104328,83667889,NNYBFGST
33324329,30730695,WZIUVEEG
12891092,86885827,ELIKBYEB
76829289,53665810,SJJUYLPT
94815686,96480871,TXPFPURA
82518112,10160253,GQTVVZCA
36720015,64723299,HTGAOTQS
49838711,31090939,WLCUHIOB
95886014,40880386,WNDOUQSG
84916131,61062015,ERVCAVWM
22595797,73798070,HFZJZAQX
49300582,9227757,EIATREIV
68407755,39054205,ZZYMFLKX
27437217,21850498,PESIMNFJ
78071708,76129065,TSJHEHAL
21385670,20306960,YZOISYQM
13289996,12628848,BIEXYJLB
30468406,48045156,MMLNEPZY
43486853,39389912,UZNOAILA
55582132,45155271,DWPNCENP
35607894,23143236,PIXHRDQC
65613361,93621643,TXGCIZUW
52473710,7223477,GYPLCPPL
29252310,67286960,MFCJCIHF
36216107,4305380,VBAMKDSQ
62240522,6500212,XZEVIAIR
63543732,94430701,POKQJPLI
19496804,33202697,EEDMAWMW
2217436,67410467,UZLNRQCY
4363495,38122829,VQDMOIFV
10717339,61140624,PAOVPTMH
56194180,95288727,GIHRQGHD
64521905,3348038,SKOACZXI
72611347,34216304,EGTYZBZV
24508993,40322046,FJCRDSXC
74657501,5579660,KVZWWEFJ
51350430,45885142,SMVRXGXW
84762930,42684827,VRIADUDC
15502231,7486974,PHAHNKUN
42796376,78362544,QOSADBOW
78271780,53215077,PIBESURY
93801681,3876899,ELBELELW
56766290,94400501,PEICRNZE
89621527,89554826,ZTLRNITJ
99162716,12639271,DQORDSBI
46741018,81454274,KEJXOAXO
59594615,98475327,QOSQJMDJ
65456986,14587177,YGISFFDX
7536292,99798974,VNKNLDPK
64822024,73188236,MXFAKKDO
21669969,24986760,TUFYAHPH
62165985,47383035,FRDMNOMJ
94493532,3845734,QLLXTXAD
18378139,50326589,UVFYPDKS
39415994,52375105,ODSOSOVF
88093697,38893619,UYQNHJIG
49350704,15072932,WGSQIKPQ
96280545,81489493,NHNXINSH
31704512,17573122,JFMKLYWH
69552567,24866252,HOKSQUYH
53704532,78119989,CEVIMBZC
14015449,5282126,UGQLYWNL
46137022,2080953,EIEPDIFG
24383827,30156014,XPQWHNRV
21701202,47205321,UOUHBMGT
71237015,66964964,BQISOETR
5240267,22393238,RLWANPIZ
3525120,70845868,WLCDUVMY
80164423,45964002,EDTZYFDX
29394242,67674228,UXBTWYCT
47319227,89911790,MHUNMCXM
21593378,41503292,QMCMQDAZ
52611652,19555189,WMEHTEOP
18531856,40183353,CIVKQDCV
52955056,1766840,WEDJHHSB
48626549,2670676,KPRJBADM
59639848,79830750,LOUPFIYA
35238437,57085953,DRFXYXGD
66184577,32681345,ETGHMHWI
3821614,99809019,QJBWOPSA
19116610,35439683,IDTHPWGG
61270276,54202063,IQYGKSBT
98657295,6268675,YIECTPJD
4131510,87604843,QAGORIBO
22377923,73530419,HLHIMPKN
55897173,53493142,SAVVKRJT
30549371,30962789,MASVEANT
17168989,47121239,AHOJYZPO
84688794,43079198,NLAUTSVY
18855388,63723004,JGRWVJNX
62574105,62774668,NNRTEQKY
90264427,17516201,PSUKEYCO
84183795,37314199,ZREDSSCU
50988432,84505381,FSPOUAPB
92708219,76400917,KYSZCOBV
98354789,91979197,IJWXVCHD
38688462,24561017,VNNSSPDS
36082168,25169497,JXYPBWTN
85035346,94411261,SQTXHYIS
52956408,73787119,LDVHTQMW
20298422,35346195,WRLYUZJA
97295149,32904685,WGPIYCFT
4927453,8444520,KNUJQHHK
8153050,60250649,MCTXYZDL
49224728,28446022,KSAAZKQD
11774617,30665604,RKDNOWQH
44767627,86980298,GNUFQFAH
31767526,91319591,TSCHRCQS
99553505,19729270,WSQESGBL
93912383,19349002,IZUXKSMJ
91681476,23391652,HILRZOUA
48206447,7309183,GAZDGVNB
53610914,78992184,CYRGNDUA
49632460,15774899,QOSAKETM
78487055,84042590,HBKKNFQE
32112582,79746739,LDYFDRBQ
3563729,57800582,UTECQLGE
18874083,28455508,RFNUVPWR
4265567,99457887,CSONAEAL
60614287,78651557,EGOVXANG
66108630,75945180,JCURYCOG
72241743,85099095,DDICCRPL
41968609,86312282,YDABYKFN
91407190,2869419,FCUJLUME
88135747,22321365,BZCYGBTG
82690258,49672075,AXENMDOI
88942459,7854345,PAVEHGXV
44404435,9951421,UIDFMWGE
30556253,40223862,ZHHMLVNH
47079596,64498973,JVCFPSEK
79813757,34872753,OGWUXSAN
37162011,17578670,PSJIWQAW
24050851,46508445,OSOGMNBV
44904374,59289601,QHKHAYKL
46462214,95348335,JJIEEPJU
43950074,44561005,AQXBZSUJ
35819941,1533954,EAJRTGBX
19490487,80321084,FFSULMTR
12129275,53354167,IXKWIUFS
24044792,10017709,KLYIBEEN
68410795,50207475,MRLKWVDM
30662758,86849946,TZCEOMAD
83025898,97794291,AERYUIEX
68493758,79659200,EOZFXZOO
50453922,70821199,MSIWKSJC
21505799,72544410,TWSNMTMU
3713677,67556547,NTHRJQQA
71137309,96609746,UARJYZYO
59141100,54223274,WJGSZCUU
30773444,1530125,LDCJQOIC
3341076,24220499,VTRXAKHS
40247226,27321708,RFCSXRBF
3800628,77483792,WDJVSUEQ
32790568,65024248,AVEQJDDO
59218638,26846692,LLAXSHVJ
88777518,73646675,OPVQKJOA
85541893,22442543,IIYSWQCA
93009813,38024745,NHDMYILZ
67602756,51292430,FYOBGUQE
55303316,99188426,KWIYZQIU
16943870,94492984,LSMVRXZR
70330297,65634931,ELGSTLKE
73575945,18137497,CUKSLODI
58533951,60138426,SXIYAJWW
82641886,66394368,PPFRXAQV
99677999,40322635,YNTVIYKK
67692553,2369415,BYKMKYMA
85339531,47245687,TLOYXAZB
49475575,7185417,RRHOCDTK
28041960,23556096,EKSEFSIZ
36794490,76733451,WIPFZJBK
35485500,66369246,AAAITZYE
39557738,76174632,TEKQXDDN
94726974,93684730,ONSHIKZK
82029289,69816989,DHBDZUEE
53133673,7933454,XDQZFKGZ
45913954,63115999,KMGTRENL
64867645,89494922,GYXSDTPQ
34489750,33929145,NFGDFBJE
8725880,80507428,QDKCMYHZ
4400253,2755401,HHFOBKKZ
70047884,82471351,AWNFSBVN
60868918,36671306,HOSFWEWG
68218035,32976913,BGPXVLQY
22258284,7437198,XCYODCYR
94883224,82893677,ZGACNWDA
49679683,5363491,YHQNGPKP
34438454,67675165,JZQSSHXA
1978554,63269939,PEEOYBVW
72835807,70006672,KKWCZVMY
15724455,76270896,ZSNJOIUY
58356970,21931937,IKLCRDRY
77421520,39497158,CYUBECLN
7650537,14683376,QEBSRRWN
76219182,15300861,RMQMRZYK
32548912,83393904,VYWFVGKQ
79935601,34345404,TEEBXFJK
85205306,94709161,BLYBXDIW
52323257,82277041,SUPEOZZM
40792694,2236745,DUAPHETR
31153763,11044106,UCRDGLIW
13748427,59666928,GLPYNVML
46594426,38864682,XSXBFVDO
53282408,52121500,TAHMBEEY
83546591,43931991,QGMFGIBE
86056601,8932905,TFNBLLPW
62011780,95354613,HNVGNVJI
20876413,43790043,WUBXNKSH
94851654,39350867,ZKWTSUUU
39331165,47749004,QYPEJCXP
27228151,41398026,GMREGICP
62827218,77588528,UVZYTFSI
17003840,78298797,YGLHRCAN
15542251,1463348,UUQMXDEB
15083775,9630401,KIXDPCJI
14595729,27647446,MQALVKPD
74135444,34029008,ABGHGDPZ
32269627,98730468,HEPXPXWA
1505213,22789181,TJXJIARA
59216966,58537883,QMSAQYEA
92532020,48059957,LRGYTZUZ
95438369,39453472,HBNVKMTS
38721011,60188951,RKDEKUTB
12114028,38792903,TTRKQOVR
99242517,29082950,ENWKLDHX
28452754,4077016,WYMCSYLY
50898885,17691524,JGVWYJRD
99656024,74789702,AFMGGTWW
46889938,97425077,VFQJVAWB
19264107,13452224,EXVGUTPV
63825835,85031666,NLLJWAFG
62850464,76880779,JLUVATKK
51593905,9331528,SGQCOYYN
94216256,65996524,PLEYCVBM
74055587,99768548,EQQKALMY
5018013,79328350,AXVOULMD
7445131,19097597,TXDXDNPM
2804770,31848351,GJJOEMXX
68091652,27071358,CXNMDNFN
96269235,17180920,MAXSOFNC
1461924,18408278,DUOYGCGV
4161191,65339508,OHADUVFA
62887763,38908158,LTSTEZXG
57562241,86023636,VWYPSYFH
57275094,52319912,MSCVWRFZ
66910839,52476878,IUNDFEAI
97024465,74920312,CGMJMEUF
2917568,83447159,LQNZQINI
82601029,89672460,KOKBFQUV
81372609,88547293,CMOVPVGH
47921755,70405071,NKXGSGFE
87767109,23784801,OONXFIAM
30528858,93247863,ZNYRTEFQ
73218714,62169932,ZKSRTXHV
76468455,57484071,QJQGOEQY
16576791,58046822,KJXOLQBI
56512816,20918191,KLISHACV
7664136,43573218,AASRCJDJ
50339531,17016828,YKIVMVKN
80866263,95224462,KPKVMFDM
93883378,12665213,JAQWPYOL
89364917,73760986,ASOXRREY
75405614,25314107,LYWWXOVP
45587290,47753283,LRXRTUFP
88338610,64733700,NTKODSNS
75714707,82152062,PQJCOHTG
48428070,33833220,SNOCGKFL
80018369,35569659,UMDILDEX
25548000,35390665,PPACCGBR
33067496,97487111,UHUWXOZC
93718026,14539483,NYUDRHUC
45181890,56320079,RSPETXHA
26766543,48069474,DCRWVUIA
20607065,83553507,COQVUWXP
40710579,90914772,WMTSXTYM
97379448,99075257,VWGVXNJE
63701296,65428238,HKFVSIKI
55788006,78104197,PMPMMQUN
41790626,76572348,UFIIXFGQ
19596992,62804931,FRCKVNNC
17508042,68214419,JYRNVESY
12289558,69525219,OBXGPOJS
15313351,91217596,LOHFBJRO
22053897,21696820,JJAILNRW
93285637,8034292,KYQIPAXO
82674384,37610264,VCZUSQMN
58249709,21329243,WLBDNGGQ
93213105,27004800,WPPBAYZX
87925151,2575525,ZPBPCPAU
57633743,40217662,UUYTSUOF
47361734,44070460,EPZONNYD
96922720,89932338,KMXYSTDP
59915921,77658702,GAIQVTVN
95660460,76472313,BQJRGEKC
21655513,81713655,YPVBUMFU
74898510,10085584,CLOVLRGA
24576867,94601243,HLDSLSLR
59299674,42019573,TLIVFFWT
94515989,43817902,GOXHCLSF
53634325,53509621,UZHZTBET
25086414,82559650,CDIIIOSE
48152959,36263685,TCMTJQZO
39172594,63511234,EAWXUUPH
4921132,39712791,OJTMGUAP
10542307,11094236,CWNLCDID
98053556,76025529,QEEWDVWV
26231251,22145805,PRNNRZOQ
33800606,98375862,LFEJIJNL
23063444,86512063,CDMXARJU
18955980,36294160,VOWTFEES
18823330,87754364,UIMAVTMU
2661908,21093374,FRIUXFET
19371704,11632116,GSBPZENP
87093059,90980017,GATEWXWV
24577631,87373312,SJVPMFMU
80058246,98422690,TUHGSRUV
17386318,29125121,TWAAYKOA
94155646,23066712,QGXSBCTG
42458270,80897575,XIWROERR
75034792,73063375,MNENZTDK
58172861,19642869,HNTREWRS
22287188,50930274,BVCANMVP
55930140,26542927,WRTQDUBZ
90496123,7692961,OSSORTYK
37512711,23304622,LZBYDEBK
7953111,78554923,JMTPJXJD
93760559,85275529,XZEOTZCK
56834446,13052035,AQRVURIG
60536234,22486251,SCRFDFCJ
36655307,59571284,EOONEODV
16674413,33521240,JUOYCYUX
92656675,93041297,NTRUXJFX
64959337,47361316,MWUJJEBU
52473153,97498986,MSFYXXPD
30762942,90339650,LVLKQTNC
39883008,80787564,BXRPYUHB
65625086,70913234,HGGCZSBD
11691181,51968854,AJHXFOID
65769431,15435698,FHAUBQYY
83365021,9153648,KMRDHWCB
39893540,4136405,ZVMOTULF
34485844,73344460,OLCMRCGK
55366343,2036648,ECYCDXFD
12871325,21671797,VZVYDDPG
55845640,80595101,FNPUIPYE
78495800,64544042,CZNUDBEY
21600905,85971967,OGOVAQVO
59368717,59904877,OXOHURZH
14331276,20602648,MIMMQZWC
77495489,46617842,TSDBGXXF
6810596,96693979,BYYQMXBM
73680138,37899089,RYATDRTR
40816023,7919555,LCCDMFKZ
97748378,92588555,RULINGBR
42827285,79941947,VQKUVTPB
4838672,39122911,RGVUERXV
91373206,35064078,XJYBYKJX
41869710,23807871,DTRAJYJZ
71564363,88204935,TBTDSHGG
34880451,41218957,TCWDIAQD
10447669,16565868,LIVWGXES
15521035,63270599,SLHFKQMA
52694748,73922979,IXMILABF
80833484,69695666,TNDMZCRE
51674974,69189406,UNIUMLSZ
67456117,94376742,XLIVPOEU
84881597,85908024,MPZNDLCA
71585791,11936503,SLYBUHBF
23665584,28585947,DNBIYVCV
70840017,21607379,DMGQSUKU
43614588,74292578,RIOAKYSV
54132350,44570107,QQASONOO
14045824,36301367,WPFJVYLJ
4637599,80237053,NMKPFTHQ
7122369,70598684,SIVSVCTI
30252026,31990372,CKDZWTDT
81545887,25840943,XWAVGTHM
91574718,99660873,SZQNNGEC
36406199,60853778,BCVSDMFG
68779227,8628198,EAXJQPEV
80966594,51197465,VPTZTZGF
99483480,66224121,FDFEATIR
88592447,38459988,FEXSRLIG
76627094,74828368,CPNCKZAY
18935090,88994416,OPAUUDVD
86714830,4608320,ZUMKFNUQ
21315324,22338140,MAAVZLIT
64263421,1117902,SOACEMZX
38779249,49342154,ADZTWRNV
87579965,30001005,AQJOPVBY
74779132,17832277,MHWAEMWO
17910859,63457466,WDMDPRDO
3752982,61537415,KAZZRGRX
84942100,54611426,XYZVQVJO
62822328,3703272,DVRNEVAR
27820231,82701819,LEWHKBXV
29240390,53280558,YYUMZFQQ
11520779,59368478,REWZHMCN
21254162,30543971,UCTVGPHL
77623723,72377077,PMZIEMQJ
95833535,61162078,HSBUSXRQ
84841494,64570966,YQNAUUTE
31372858,17158834,BQDDPDRS
81230652,32644626,YOEZYLZY
33595809,91411632,IDNVKRBT
98122788,27337911,YGXTXHGP
10144357,96405286,KWXYDSGZ
38323622,30830370,TSFKWLXF
13027236,1372957,GDBXHCER
52019286,37436644,BWRQXVID
38432665,67981586,CYORBXGO
52861059,74382748,BURCIAIF
47251193,76652247,FLXRFEID
24221592,54876887,HBQMOZOQ
44935831,84160364,BYJGEGAN
36192124,71894474,UGGAVPNN
34756199,7561841,YSSQXZJK
18706610,68464421,YPVNIFUC
82824322,34754047,DLRGFIMH
58665313,6752207,GBQSPSOS
57661663,31153563,LUOMEQPM
94742568,47430370,FMXNGHEK
38142608,54578751,HDWBGUZN
67559208,31778909,ESHXIIVD
63790331,1596818,OPSPGAIX
18990977,18209700,YGAWIOMF
81463669,10403204,VHNTENAN
13116566,74981166,CZMWQCBD
66126029,74628610,YSXSSCBP
83148208,6045253,XGPMXDYI
75448713,39734852,QDWNFSNP
17059448,6967707,LBBLJHMC
70128312,54213308,PIJGADSJ
